User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
USR_00769,27,Male,Healthcare,iOS,5.8,1.3,10.3,4.5,5.2,12,4.1,8.7
USR_00770,36,Female,Sales,Android,8.4,3.0,25.1,8.5,4.6,18,4.3,12.8
USR_00771,34,Male,Engineer,Android,6.5,1.9,61.4,7.4,3.5,13,1.4,10.6
USR_00772,38,Female,Engineer,Android,6.1,3.0,55.9,6.7,3.3,20,1.9,5.2
USR_00773,31,Female,Creative,Android,4.5,1.3,37.3,6.0,8.2,11,3.5,5.6
USR_00774,26,Male,Engineer,Android,7.5,3.5,32.3,8.7,6.2,21,2.5,10.4
USR_00775,63,Non-binary,Manager,Both,5.5,2.3,69.5,7.9,6.0,17,2.4,5.0
USR_00776,18,Female,Healthcare,iOS,7.8,3.9,16.5,7.4,9.6,14,1.9,10.7
USR_00777,62,Male,Student,iOS,6.0,2.4,20.5,5.9,7.3,12,2.9,8.4
USR_00778,30,Male,Engineer,Android,6.2,2.4,47.8,8.7,7.2,12,2.4,3.0
USR_00779,21,Female,Creative,Android,6.0,2.9,23.3,6.8,8.2,7,3.4,9.8
USR_00780,18,Male,Healthcare,Android,6.3,2.5,35.9,7.2,9.0,17,2.3,5.5
USR_00781,57,Male,Sales,iOS,5.4,2.7,27.2,6.9,9.3,14,4.2,4.5
USR_00782,49,Male,Student,iOS,7.7,1.7,23.8,5.9,5.2,23,1.9,8.8
USR_00783,51,Male,Engineer,Android,7.2,2.7,30.5,7.2,5.7,19,4.4,9.9
USR_00784,45,Female,Creative,iOS,8.8,4.3,40.0,7.6,6.8,14,2.1,9.3
USR_00785,48,Female,Manager,iOS,6.9,3.4,11.3,6.3,7.0,15,4.7,10.2
USR_00786,25,Male,Student,Android,6.0,3.0,43.2,7.1,5.6,13,2.1,7.8
USR_00787,56,Female,Creative,Android,6.7,2.8,37.0,6.9,4.5,18,3.7,9.3
USR_00788,43,Male,Student,iOS,7.8,4.3,49.9,7.9,3.6,11,2.1,6.6
USR_00789,51,Non-binary,Student,iOS,7.5,2.0,37.3,6.4,4.9,20,3.1,7.5
USR_00790,20,Non-binary,Engineer,Android,8.2,2.1,30.0,7.1,8.9,22,3.8,6.9
USR_00791,29,Male,Manager,Android,7.8,1.6,47.1,7.3,3.7,18,2.3,9.9
USR_00792,18,Female,Manager,iOS,7.7,4.2,19.3,6.4,7.2,16,1.3,11.2
USR_00793,61,Female,Manager,Android,5.8,1.9,50.3,5.8,4.5,18,2.5,5.5
USR_00794,22,Male,Creative,iOS,9.6,4.5,10.0,6.0,8.1,19,2.9,10.5
USR_00795,47,Male,Sales,iOS,4.7,1.0,53.4,7.3,4.8,15,4.5,7.3
USR_00796,47,Male,Engineer,Android,4.4,1.3,49.9,6.5,4.9,13,2.9,7.2
USR_00797,34,Female,Engineer,Android,6.8,2.8,46.0,6.5,4.6,18,3.1,6.8
USR_00798,65,Non-binary,Engineer,iOS,7.8,3.0,39.2,7.5,7.1,24,2.8,7.7
USR_00799,64,Female,Engineer,Android,7.2,2.0,49.2,8.0,4.2,18,2.7,10.4
USR_00800,40,Female,Healthcare,Android,6.9,2.5,39.4,8.2,6.5,19,1.5,8.0
USR_00801,32,Female,Creative,iOS,8.7,2.1,37.1,6.1,2.5,21,2.1,10.4
USR_00802,54,Female,Creative,Android,4.8,1.9,47.1,7.9,6.8,11,3.5,6.4
USR_00803,38,Female,Student,iOS,7.6,1.8,34.2,9.3,6.2,20,2.5,8.2
USR_00804,31,Male,Student,Android,8.1,3.4,39.9,7.0,4.1,19,2.7,8.8
USR_00805,19,Female,Manager,iOS,10.2,2.6,10.0,6.7,7.2,25,3.1,8.3
USR_00806,28,Female,Engineer,Android,10.2,4.0,10.0,6.5,7.5,25,3.9,12.0
USR_00807,56,Male,Healthcare,Both,5.5,1.3,37.7,5.5,6.7,12,2.8,6.3
USR_00808,55,Female,Sales,iOS,8.9,3.0,20.9,7.8,9.3,24,3.2,14.2
USR_00809,51,Male,Student,Android,7.1,2.3,28.9,6.7,6.6,12,0.9,6.8
USR_00810,55,Female,Creative,Android,7.1,3.3,33.6,6.6,5.6,15,1.4,9.3
USR_00811,51,Female,Manager,Android,9.3,3.9,24.0,7.6,6.0,20,2.6,10.1
USR_00812,35,Male,Engineer,iOS,11.6,6.1,18.5,7.7,9.0,29,2.0,9.4
USR_00813,47,Male,Healthcare,iOS,8.2,4.3,10.0,6.1,7.6,19,4.3,12.0
USR_00814,32,Male,Student,iOS,4.3,2.0,35.5,6.1,8.0,6,2.3,4.2
USR_00815,44,Female,Engineer,Android,3.4,1.6,74.5,6.1,3.1,9,2.8,2.7
USR_00816,51,Male,Healthcare,iOS,7.8,3.3,21.3,9.3,7.8,20,3.7,9.7
USR_00817,55,Female,Sales,Android,8.6,3.8,37.4,8.6,4.5,21,3.0,10.7
USR_00818,50,Male,Student,iOS,5.3,2.2,63.3,7.6,4.1,15,2.1,6.9
USR_00819,41,Non-binary,Manager,iOS,6.7,2.1,37.3,6.3,5.2,18,2.7,8.0
USR_00820,32,Non-binary,Sales,Android,10.6,3.4,10.0,6.5,7.2,25,3.7,11.5
USR_00821,47,Female,Creative,Android,6.8,2.7,44.2,7.2,6.7,18,3.8,7.6
USR_00822,59,Female,Creative,iOS,10.9,4.9,10.0,9.5,7.5,31,4.3,16.0
USR_00823,34,Female,Student,iOS,6.3,2.2,30.4,7.1,5.3,15,3.7,7.7
USR_00824,22,Female,Sales,Android,9.7,2.4,10.0,7.4,8.5,27,3.8,11.0
USR_00825,46,Male,Engineer,Android,7.1,2.6,10.0,3.7,4.9,23,4.0,7.7
USR_00826,21,Male,Healthcare,iOS,9.0,4.8,28.9,7.1,6.9,23,3.1,8.5
USR_00827,27,Male,Engineer,Android,10.3,2.8,10.0,5.1,3.9,22,2.8,14.9
USR_00828,34,Male,Healthcare,Android,8.5,3.6,10.0,6.2,7.6,20,3.8,11.0
USR_00829,27,Male,Student,Android,9.3,5.1,20.9,6.9,5.1,23,2.6,7.4
USR_00830,34,Female,Manager,Android,6.6,2.2,22.7,6.4,9.1,16,4.1,6.3
USR_00831,37,Non-binary,Student,iOS,5.4,2.8,36.4,6.0,5.4,13,3.9,6.7
USR_00832,41,Male,Engineer,Both,4.1,2.1,48.8,6.0,5.1,13,3.6,6.3
USR_00833,22,Female,Healthcare,iOS,5.4,1.7,50.3,6.5,5.9,10,2.4,5.7
USR_00834,51,Male,Sales,Android,9.5,2.2,39.5,6.5,4.2,24,2.8,10.6
USR_00835,23,Female,Sales,iOS,8.5,2.2,17.0,6.8,8.0,24,4.3,7.2
USR_00836,19,Female,Engineer,iOS,7.8,2.6,20.8,6.7,9.4,18,1.7,5.8
USR_00837,30,Female,Creative,Android,6.3,3.4,57.7,8.3,1.3,12,2.4,7.8
USR_00838,60,Non-binary,Healthcare,Both,8.3,2.5,10.0,4.3,5.4,20,4.3,9.0
USR_00839,60,Male,Student,Android,8.8,4.6,25.4,7.1,6.2,18,3.4,10.2
USR_00840,65,Female,Engineer,Both,6.6,1.7,51.0,6.9,2.4,14,4.7,8.6
USR_00841,28,Female,Healthcare,Android,8.7,4.7,28.7,6.6,2.4,23,1.1,13.9
USR_00842,64,Male,Sales,iOS,6.0,1.8,26.8,6.0,7.4,15,2.2,8.5
USR_00843,40,Non-binary,Healthcare,Android,6.6,2.8,36.0,6.6,5.7,18,3.2,9.6
USR_00844,33,Male,Manager,iOS,8.9,2.0,10.0,4.8,4.4,23,4.3,8.1
USR_00845,48,Female,Manager,Android,9.2,2.8,20.3,7.0,6.6,22,3.1,15.0
USR_00846,28,Male,Engineer,iOS,8.4,2.3,31.3,7.3,7.5,17,4.3,8.0
USR_00847,33,Male,Creative,iOS,5.8,1.2,50.3,6.0,4.1,15,2.4,3.8
USR_00848,25,Female,Creative,iOS,7.6,1.9,49.0,9.1,2.4,17,2.1,6.6
USR_00849,21,Female,Engineer,iOS,5.1,2.1,55.5,6.7,4.0,12,3.6,4.9
USR_00850,57,Male,Sales,iOS,9.9,3.3,24.6,6.9,7.5,22,2.8,9.0
USR_00851,21,Male,Student,Android,10.2,4.6,20.9,8.4,6.6,28,3.7,9.8
USR_00852,42,Female,Sales,iOS,7.0,3.0,21.1,9.4,8.6,10,3.7,8.0
USR_00853,20,Male,Manager,iOS,12.5,6.0,10.0,5.5,7.8,32,3.1,16.0
USR_00854,49,Male,Engineer,iOS,5.7,2.9,36.0,6.1,6.8,14,3.6,7.0
USR_00855,20,Female,Student,iOS,6.7,3.3,28.7,6.7,5.2,19,2.5,8.8
USR_00856,44,Female,Manager,Android,6.7,2.4,30.2,5.9,5.3,13,2.3,9.8
USR_00857,46,Male,Engineer,Android,6.6,2.0,61.7,7.8,4.2,16,2.2,8.8
USR_00858,49,Female,Healthcare,Both,9.4,3.5,27.5,5.8,4.5,22,2.9,6.3
USR_00859,36,Female,Healthcare,iOS,8.3,3.2,22.0,8.3,6.8,20,2.9,12.4
USR_00860,38,Female,Creative,Android,5.5,1.7,53.8,7.5,4.9,13,2.6,6.1
USR_00861,22,Female,Engineer,iOS,7.7,3.0,39.6,8.2,6.6,17,1.0,9.5
USR_00862,35,Male,Manager,Both,7.5,1.8,42.4,5.8,2.7,18,3.9,9.0
USR_00863,45,Male,Engineer,Android,8.4,2.4,29.4,6.3,6.4,24,1.5,9.6
USR_00864,59,Male,Creative,iOS,9.6,4.4,12.9,7.9,6.4,28,3.0,12.4
USR_00865,39,Female,Engineer,Both,7.6,2.0,39.2,7.7,6.5,19,2.1,10.5
USR_00866,38,Male,Sales,Both,8.8,2.2,15.9,6.5,6.2,26,3.2,13.5
USR_00867,23,Female,Creative,Both,7.9,2.4,22.7,6.6,8.8,15,3.1,6.8
USR_00868,18,Male,Manager,iOS,5.8,1.9,37.7,6.3,4.9,16,3.4,8.5
USR_00869,22,Male,Manager,Android,5.5,1.7,42.3,6.6,6.8,14,3.7,4.9
USR_00870,58,Female,Engineer,Android,10.5,3.5,10.0,5.6,7.2,25,4.5,12.7
USR_00871,29,Male,Student,Android,5.3,1.3,10.0,5.4,8.4,15,4.4,7.3
USR_00872,43,Male,Sales,Android,7.6,2.0,48.4,8.0,5.6,19,2.7,10.8
USR_00873,63,Female,Sales,Android,7.1,2.0,56.7,6.6,2.9,15,3.7,6.7
USR_00874,51,Male,Engineer,Android,5.7,1.9,58.7,8.2,6.7,16,2.3,7.1
USR_00875,31,Female,Healthcare,Android,8.0,2.5,40.6,7.5,2.9,19,4.2,11.3
USR_00876,43,Female,Creative,Android,5.0,2.4,52.3,7.2,6.4,10,2.3,5.3
USR_00877,62,Male,Healthcare,iOS,6.2,2.4,32.3,5.9,5.9,17,2.7,6.5
USR_00878,44,Female,Engineer,Android,9.5,3.8,10.0,5.3,7.7,18,1.7,13.3
USR_00879,26,Female,Student,iOS,4.4,1.7,60.5,6.3,4.0,15,2.3,5.1
USR_00880,43,Male,Student,iOS,9.3,3.2,21.4,8.6,7.9,25,2.6,7.8
USR_00881,64,Male,Creative,Android,9.5,5.2,16.8,7.9,6.6,18,2.5,13.6
USR_00882,39,Male,Manager,Both,9.0,1.9,13.3,6.1,5.3,26,4.8,6.9
USR_00883,64,Female,Manager,iOS,7.0,1.9,45.5,6.3,2.8,17,3.4,8.2
USR_00884,47,Male,Sales,Android,6.2,1.9,23.1,5.7,7.5,9,4.4,3.9
USR_00885,60,Female,Healthcare,Android,4.6,2.3,38.1,4.9,3.0,5,3.2,3.9
USR_00886,65,Female,Sales,Android,6.5,3.4,37.8,6.9,6.5,17,2.3,7.6
USR_00887,34,Female,Manager,Android,3.2,1.6,41.7,8.9,7.4,5,5.0,5.0
USR_00888,43,Male,Engineer,Android,7.7,2.7,34.0,8.9,7.1,16,2.7,12.2
USR_00889,53,Male,Sales,iOS,6.9,3.6,43.4,7.5,5.5,17,3.4,7.0
USR_00890,18,Female,Manager,iOS,6.6,1.5,52.3,6.1,3.3,18,2.0,5.2
USR_00891,25,Male,Engineer,iOS,7.1,3.0,12.0,5.1,6.7,18,2.3,6.2
USR_00892,52,Male,Student,Android,8.6,4.5,12.6,8.1,9.3,18,4.5,9.7
USR_00893,32,Male,Engineer,Android,8.2,3.8,27.8,7.3,8.5,18,3.6,12.1
USR_00894,64,Male,Manager,Android,4.0,1.2,68.9,6.4,3.8,6,2.7,2.6
USR_00895,39,Female,Sales,Android,8.0,3.6,27.7,6.2,6.5,20,3.0,5.4
USR_00896,31,Male,Sales,Android,7.5,2.3,47.7,7.5,6.9,19,1.9,10.6
USR_00897,43,Male,Sales,iOS,3.7,0.9,58.2,5.8,4.2,10,2.5,3.5
USR_00898,45,Male,Engineer,Android,9.6,4.3,21.9,7.1,8.2,24,3.6,9.8
USR_00899,40,Female,Manager,iOS,7.4,1.9,10.0,5.3,8.2,18,3.6,10.7
USR_00900,31,Female,Engineer,Android,9.1,2.2,16.1,9.5,8.3,25,3.7,5.6
USR_00901,41,Male,Sales,Both,7.8,3.1,12.8,6.0,7.9,19,0.6,10.1
USR_00902,19,Female,Student,iOS,4.6,1.9,46.2,7.6,7.7,14,3.1,6.8
USR_00903,62,Female,Healthcare,iOS,7.1,1.5,34.5,5.4,3.8,16,3.9,8.8
USR_00904,43,Female,Creative,Android,8.4,1.7,24.2,6.6,6.7,18,0.9,9.6
USR_00905,31,Female,Manager,iOS,9.6,4.9,21.7,7.9,6.7,27,1.8,9.5
USR_00906,24,Male,Student,iOS,8.5,2.0,41.7,8.1,4.5,19,1.1,10.5
USR_00907,20,Male,Sales,iOS,9.0,3.6,27.1,7.7,4.5,22,3.9,8.5
USR_00908,64,Male,Sales,iOS,8.7,4.6,21.6,6.6,6.4,19,3.2,8.6
USR_00909,40,Male,Student,iOS,6.5,2.5,17.6,6.0,6.2,22,3.4,8.7
USR_00910,63,Non-binary,Manager,Android,7.0,1.7,10.0,5.5,7.7,12,4.6,7.3
USR_00911,60,Male,Sales,iOS,9.1,3.1,29.9,8.6,5.9,25,2.6,11.4
USR_00912,64,Male,Engineer,iOS,6.0,2.5,59.2,6.9,4.0,9,2.1,5.7
USR_00913,62,Female,Manager,Android,7.7,3.6,45.9,7.1,4.1,18,2.9,8.2
USR_00914,35,Female,Engineer,Android,9.9,4.1,31.2,8.2,4.3,26,3.0,10.8
USR_00915,55,Male,Manager,Android,5.4,1.1,69.9,7.5,3.4,18,1.4,7.0
USR_00916,52,Male,Engineer,iOS,8.5,2.1,35.6,6.6,5.6,20,4.6,5.6
USR_00917,32,Male,Manager,Android,6.0,2.0,46.2,7.7,6.4,13,0.9,7.2
USR_00918,42,Female,Student,Android,7.4,3.3,33.3,6.1,2.8,19,3.2,6.6
USR_00919,54,Male,Manager,Android,10.1,4.1,10.0,4.9,5.7,30,5.1,10.3
USR_00920,45,Male,Sales,iOS,10.3,2.2,26.6,8.5,7.9,26,3.0,12.1
USR_00921,27,Female,Creative,Android,6.8,3.3,22.0,6.2,6.5,18,1.1,8.2
USR_00922,56,Male,Creative,iOS,9.5,3.9,16.9,6.4,4.0,21,4.4,11.3
USR_00923,34,Female,Healthcare,Android,7.1,3.6,31.1,6.5,6.6,20,2.7,10.2
USR_00924,56,Female,Engineer,iOS,12.1,4.2,10.0,6.1,8.4,25,4.2,13.4
USR_00925,39,Male,Student,Both,6.3,2.3,58.1,8.1,2.6,19,2.8,8.2
USR_00926,43,Non-binary,Sales,Android,8.6,2.9,33.4,7.2,6.3,25,2.9,8.6
USR_00927,61,Female,Student,Android,8.8,4.0,15.3,6.4,7.3,28,1.2,5.7
USR_00928,42,Male,Engineer,iOS,5.0,2.3,35.1,5.3,4.9,16,3.7,5.5
USR_00929,34,Female,Creative,Android,9.5,4.3,24.0,7.2,5.1,22,3.5,10.7
USR_00930,30,Female,Student,Android,8.2,2.5,10.0,3.9,7.8,24,2.3,7.5
USR_00931,37,Female,Student,iOS,5.5,2.3,53.1,7.1,3.3,17,4.3,4.5
USR_00932,42,Male,Sales,Both,6.3,2.0,40.2,8.4,7.1,13,2.4,8.9
USR_00933,21,Non-binary,Sales,iOS,6.7,3.3,16.7,6.9,7.6,17,5.0,8.1
USR_00934,27,Male,Manager,Android,7.1,1.6,52.7,8.2,5.9,9,3.4,7.7
USR_00935,20,Male,Sales,Android,4.3,0.9,42.5,5.3,2.5,6,3.0,5.2
USR_00936,58,Male,Healthcare,Android,5.3,1.2,50.8,9.2,4.2,15,2.6,6.6
USR_00937,62,Male,Creative,iOS,3.5,0.9,66.6,8.1,3.6,13,3.4,4.4
USR_00938,35,Female,Engineer,iOS,6.4,1.4,36.4,7.4,7.8,18,4.6,8.1
USR_00939,64,Male,Engineer,iOS,9.1,2.0,33.6,6.1,3.9,22,2.0,9.7
USR_00940,53,Male,Healthcare,Android,9.7,3.0,10.0,5.9,6.9,21,2.7,13.0
USR_00941,64,Female,Sales,iOS,8.3,1.9,16.5,6.7,7.6,22,4.8,10.5
USR_00942,39,Male,Healthcare,Android,11.4,5.5,21.6,8.2,7.0,22,1.9,11.6
USR_00943,51,Male,Engineer,Android,9.6,2.1,10.0,5.2,6.3,25,3.5,10.5
USR_00944,64,Male,Engineer,iOS,7.4,3.8,45.9,6.8,3.8,15,2.1,8.6
USR_00945,25,Male,Creative,Android,8.2,4.1,23.8,7.7,5.9,22,3.5,13.1
USR_00946,57,Male,Engineer,iOS,8.4,2.3,39.5,7.9,9.3,23,0.6,6.9
USR_00947,61,Female,Manager,iOS,4.6,1.0,64.1,7.7,4.6,9,3.4,6.1
USR_00948,36,Male,Engineer,Both,7.6,1.8,10.0,5.1,8.6,21,4.8,6.5
USR_00949,59,Male,Engineer,iOS,3.0,1.2,70.1,8.2,6.7,5,3.4,3.8
USR_00950,58,Female,Healthcare,iOS,5.6,2.3,50.0,6.9,6.8,13,2.2,7.6
USR_00951,54,Female,Healthcare,iOS,9.3,2.9,19.1,5.5,4.4,25,0.0,8.3
USR_00952,23,Male,Student,Android,7.0,2.1,44.1,6.8,4.4,19,2.2,6.6
USR_00953,43,Female,Student,Android,5.8,2.2,10.0,4.4,7.4,12,4.4,7.9
USR_00954,51,Male,Creative,iOS,8.2,2.5,49.5,7.5,6.0,23,2.8,8.5
USR_00955,62,Female,Student,iOS,8.3,4.4,16.3,6.6,5.6,23,3.9,9.7
USR_00956,23,Female,Manager,iOS,9.5,3.2,10.0,5.3,4.2,20,3.0,11.9
USR_00957,54,Male,Sales,Android,11.0,3.0,10.0,6.5,7.8,27,3.0,12.5
USR_00958,50,Female,Engineer,Android,9.5,2.4,10.0,6.0,8.5,24,5.1,14.8
USR_00959,39,Male,Sales,Android,3.3,1.4,69.6,6.0,1.6,8,2.1,5.5
USR_00960,38,Female,Engineer,iOS,10.3,3.2,10.0,4.1,2.2,28,3.9,10.9
USR_00961,23,Male,Healthcare,iOS,9.5,2.5,10.0,4.8,5.2,22,4.2,8.2
USR_00962,23,Female,Student,iOS,9.9,2.9,10.0,6.5,9.5,29,5.8,9.5
USR_00963,65,Female,Sales,Android,7.2,2.2,28.4,6.3,5.9,16,4.8,9.5
USR_00964,21,Female,Student,Android,4.2,1.8,64.2,8.0,4.9,7,3.1,4.7
USR_00965,47,Male,Manager,iOS,6.8,1.8,26.8,6.0,7.8,16,4.1,8.7
USR_00966,28,Female,Sales,iOS,6.1,2.8,60.4,6.2,2.2,16,4.0,6.4
USR_00967,47,Female,Manager,iOS,5.9,1.8,46.3,6.2,3.7,11,2.3,7.3
USR_00968,48,Female,Manager,iOS,9.2,3.4,18.6,6.6,5.8,22,4.8,6.2
USR_00969,41,Female,Student,Android,7.5,3.2,34.6,6.9,7.0,15,3.0,8.7
USR_00970,26,Female,Creative,iOS,6.5,2.5,26.6,6.3,8.0,18,4.0,5.5
USR_00971,20,Male,Engineer,iOS,9.0,3.9,22.8,7.5,8.7,21,3.5,8.7
USR_00972,48,Male,Engineer,iOS,5.7,1.8,42.8,9.6,5.7,7,1.9,8.0
USR_00973,57,Female,Healthcare,iOS,5.3,2.8,17.0,5.8,9.2,16,3.2,7.8
USR_00974,54,Male,Student,iOS,8.8,3.2,24.3,7.3,7.8,18,2.3,14.0
USR_00975,53,Non-binary,Sales,iOS,7.1,2.2,37.6,6.8,5.9,25,3.2,7.7
USR_00976,41,Female,Sales,iOS,8.0,2.4,35.5,8.1,7.5,17,1.3,8.2
USR_00977,48,Non-binary,Creative,iOS,10.0,2.1,22.2,7.0,6.7,23,2.0,11.4
USR_00978,23,Male,Creative,iOS,7.8,3.4,16.5,5.9,6.1,19,2.8,8.2
USR_00979,19,Female,Healthcare,Android,8.8,2.6,10.0,5.4,7.7,14,3.4,12.7
USR_00980,37,Female,Engineer,Both,7.0,3.7,30.1,7.5,4.8,18,4.2,11.3
USR_00981,45,Female,Creative,iOS,9.5,2.6,10.0,5.5,8.5,25,4.6,15.5
USR_00982,28,Female,Student,Android,2.8,1.1,68.0,8.2,3.9,9,2.4,4.1
USR_00983,21,Male,Student,iOS,6.6,3.0,16.1,7.5,8.3,17,4.9,6.0
USR_00984,32,Female,Creative,Android,6.8,3.4,31.8,6.9,6.8,17,3.4,6.0
USR_00985,23,Female,Manager,Android,6.8,1.7,10.0,5.2,7.2,12,4.2,6.6
USR_00986,47,Male,Sales,Android,6.5,3.5,33.0,7.6,8.0,17,1.1,6.6
USR_00987,55,Male,Student,iOS,7.2,3.7,36.7,8.7,6.1,17,1.8,6.9
USR_00988,19,Female,Healthcare,iOS,7.7,4.1,10.0,6.3,8.0,17,4.4,8.6
USR_00989,32,Female,Engineer,iOS,7.9,3.9,10.0,5.9,8.6,16,4.1,9.1
USR_00990,28,Non-binary,Healthcare,iOS,8.4,4.3,10.0,6.7,8.3,22,5.1,9.9
USR_00991,25,Female,Creative,Android,8.7,3.6,20.5,7.4,7.6,20,4.7,6.8
USR_00992,43,Male,Healthcare,Android,6.7,3.3,24.4,6.2,8.5,11,2.9,8.9
USR_00993,62,Male,Student,Android,6.0,2.3,53.0,7.9,4.7,14,3.7,8.1
USR_00994,61,Male,Engineer,iOS,9.9,3.8,15.0,9.1,9.1,22,2.0,13.5
USR_00995,22,Male,Engineer,Both,5.5,2.2,49.8,7.2,5.6,16,1.3,3.4
USR_00996,23,Male,Healthcare,iOS,5.2,2.9,46.5,6.4,4.0,12,3.2,7.7
USR_00997,43,Male,Sales,iOS,6.0,1.4,55.7,7.3,6.4,14,3.7,4.9
USR_00998,21,Male,Student,Both,7.0,3.4,35.5,8.2,6.2,18,3.1,4.0
USR_00999,36,Female,Creative,Android,10.1,3.0,10.0,7.0,9.2,30,4.2,9.5
USR_01000,37,Male,Sales,iOS,7.9,2.6,48.0,7.4,4.7,20,2.1,7.2
USR_01001,50,Female,Manager,iOS,4.9,1.1,71.5,7.6,3.2,9,3.5,6.0
USR_01002,37,Female,Healthcare,iOS,11.2,3.6,10.0,5.7,8.1,23,3.0,16.0
USR_01003,29,Male,Creative,Android,6.3,3.4,27.5,7.4,6.8,19,5.3,7.3
USR_01004,64,Male,Student,iOS,4.5,1.5,17.6,5.2,6.4,5,4.3,4.6
USR_01005,18,Male,Student,iOS,10.0,4.3,10.0,6.0,3.9,24,4.6,9.2
USR_01006,43,Male,Engineer,Android,6.0,1.5,51.8,8.2,6.7,22,1.5,5.7
USR_01007,31,Female,Sales,iOS,7.3,3.8,44.1,7.8,6.7,12,2.4,6.0
USR_01008,55,Male,Sales,Android,7.3,3.6,31.5,6.5,6.9,14,3.1,5.8
USR_01009,54,Male,Creative,iOS,8.4,2.8,35.8,8.8,6.3,21,1.6,6.6
USR_01010,28,Male,Engineer,iOS,4.1,1.3,31.7,5.2,6.2,7,5.0,4.8
USR_01011,53,Non-binary,Manager,iOS,7.5,2.6,19.7,6.6,8.6,18,3.4,6.8
USR_01012,30,Female,Engineer,Android,6.8,2.3,38.2,7.1,6.6,18,1.5,8.2
USR_01013,60,Female,Engineer,Android,9.9,2.9,10.0,3.4,6.2,26,3.4,7.3
USR_01014,20,Male,Healthcare,Android,6.9,3.8,30.2,6.6,8.0,20,2.1,8.8
USR_01015,50,Female,Sales,Android,6.5,3.1,30.9,5.5,5.2,11,4.0,4.8
USR_01016,23,Female,Sales,Android,8.8,2.6,10.0,5.5,6.5,25,4.0,6.4
USR_01017,27,Female,Healthcare,iOS,8.4,4.6,10.0,6.5,6.5,25,3.8,10.4
USR_01018,22,Non-binary,Engineer,Android,5.2,1.1,29.5,4.6,3.2,15,4.3,8.1
USR_01019,40,Male,Student,iOS,7.7,2.7,12.8,5.8,4.6,15,5.3,10.5
USR_01020,27,Non-binary,Student,Android,5.8,2.3,10.0,4.6,5.4,10,5.3,5.2
USR_01021,61,Female,Creative,iOS,9.2,2.0,29.5,6.9,7.5,23,2.7,9.2
USR_01022,19,Male,Creative,iOS,6.3,1.6,41.5,6.9,3.5,17,4.9,5.0
USR_01023,30,Male,Manager,iOS,5.1,1.5,38.1,6.4,6.1,16,2.9,7.1
USR_01024,57,Non-binary,Manager,Both,3.6,1.6,66.5,8.0,6.6,7,2.9,3.6
USR_01025,19,Male,Engineer,Android,6.3,3.3,38.2,6.4,5.0,17,3.1,6.6
USR_01026,37,Female,Student,Android,5.2,2.2,49.9,6.8,3.8,14,3.4,4.5
USR_01027,18,Non-binary,Manager,Android,5.8,2.3,49.6,5.7,2.4,12,1.0,6.9
USR_01028,54,Female,Engineer,Android,6.7,2.6,20.5,4.0,4.3,15,3.6,5.9
USR_01029,26,Male,Manager,iOS,3.7,1.2,48.5,6.6,5.5,5,3.3,1.8
USR_01030,34,Female,Sales,iOS,6.0,2.9,44.8,6.5,6.1,11,1.4,7.6
USR_01031,26,Male,Healthcare,iOS,6.3,2.5,57.1,8.9,3.4,13,0.7,5.2
USR_01032,28,Female,Engineer,Android,6.7,1.9,55.5,7.6,3.5,18,1.7,9.0
USR_01033,32,Male,Engineer,Both,9.3,2.3,10.0,6.3,7.8,30,2.6,12.4
USR_01034,41,Female,Manager,Both,8.7,4.7,32.7,7.0,4.8,23,2.9,11.1
USR_01035,55,Female,Student,Android,6.5,1.3,55.2,7.9,4.8,12,2.5,7.1
USR_01036,52,Female,Student,Android,6.9,3.6,30.7,7.4,5.5,15,4.0,10.6
USR_01037,47,Female,Manager,iOS,7.2,2.0,34.1,8.8,8.6,21,2.6,8.1
USR_01038,48,Female,Healthcare,Both,8.2,3.5,28.3,5.9,5.2,18,2.8,7.2
USR_01039,22,Female,Creative,Android,6.3,1.9,55.9,8.0,5.0,20,3.6,4.9
USR_01040,61,Male,Student,Android,5.0,2.5,41.6,6.3,4.1,14,1.0,7.6
USR_01041,31,Female,Creative,Both,4.0,1.6,52.3,7.0,4.9,9,4.6,4.3
USR_01042,28,Male,Student,iOS,5.9,1.5,24.8,6.1,7.1,9,1.8,9.0
USR_01043,26,Female,Engineer,Android,7.0,2.1,32.4,6.6,6.6,20,4.1,6.5
USR_01044,51,Male,Healthcare,iOS,9.5,3.0,21.5,7.1,7.5,25,3.9,8.9
USR_01045,29,Male,Healthcare,Both,7.7,3.9,20.6,7.5,6.9,20,4.5,6.4
USR_01046,52,Female,Sales,iOS,7.1,3.3,46.8,6.9,4.5,25,2.1,8.6
USR_01047,52,Male,Creative,iOS,7.2,3.5,10.0,3.8,5.5,15,3.7,3.9
USR_01048,18,Male,Sales,iOS,8.8,1.9,41.5,6.7,3.4,26,1.6,12.3
USR_01049,57,Female,Sales,Android,8.9,3.6,28.2,8.6,8.3,21,2.9,7.3
USR_01050,39,Female,Healthcare,iOS,7.2,4.0,39.3,6.7,5.8,18,2.9,4.9
USR_01051,46,Female,Manager,Android,5.5,2.6,59.6,8.6,3.5,14,4.0,4.3
